,Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin,Size_ml,Price_per_ml,Popularity_Score,Usage_Encoded,Segment,Combined_Features
7299,Perfect Setting Spray,Colourpop,Exfoliator,Weekly,105.33,2.0,2043,250Ml,Combination,Female,Spray,Retinol,False,Japan,250.0,0.42132,15.24532790264719,3,1,Exfoliator Retinol Combination Spray
7300,Divine Face Oil,Shiseido,Highlighter,Occasional,26.23,4.6,8227,100Ml,Dry,Male,Spray,Retinol,True,Germany,100.0,0.2623,41.470371953555095,2,3,Highlighter Retinol Dry Spray
7301,Super Eyeliner,Natasha Denona,Serum,Daily,13.9,1.4,9211,100Ml,Combination,Female,Compact,Vitamin C,False,Germany,100.0,0.139,12.779567165316804,0,2,Serum Vitamin C Combination Compact
7302,Perfect Serum,Fenty Beauty,Highlighter,Monthly,51.39,2.9,8128,200Ml,Normal,Female,Bottle,Aloe Vera,False,Germany,200.0,0.25695,26.109260261865057,1,3,Highlighter Aloe Vera Normal Bottle
7303,Perfect Foundation,Farsali,Lip Gloss,Monthly,61.05,1.6,9685,150Ml,Normal,Male,Jar,Aloe Vera,True,France,150.0,0.407,14.68549891674108,1,2,Lip Gloss Aloe Vera Normal Jar
7304,Super Blush,Rare Beauty,Lip Gloss,Daily,106.32,4.8,7244,100Ml,Normal,Male,Spray,Glycerin,True,Usa,100.0,1.0632,42.662720902822954,0,3,Lip Gloss Glycerin Normal Spray
7305,Ultra Primer,Charlotte Tilbury,Mascara,Daily,149.8,4.0,6411,100Ml,Combination,Male,Spray,Retinol,False,France,100.0,1.4980000000000002,35.06370605491777,0,3,Mascara Retinol Combination Spray
7306,Divine Mascara,Tatcha,Makeup Remover,Daily,96.2,4.0,8763,50Ml,Oily,Unisex,Tube,Hyaluronic Acid,True,Australia,50.0,1.9240000000000002,36.313630802861425,0,3,Makeup Remover Hyaluronic Acid Oily Tube
7307,Magic Primer,Yves Saint Laurent,Setting Spray,Occasional,132.43,1.6,4238,50Ml,Sensitive,Male,Bottle,Hyaluronic Acid,True,Usa,50.0,2.6486,13.36333227416422,2,1,Setting Spray Hyaluronic Acid Sensitive Bottle
7308,Ultra Contour,Juvia’S Place,Cleanser,Weekly,146.11,1.3,9382,30Ml,Dry,Unisex,Bottle,Hyaluronic Acid,True,Germany,30.0,4.870333333333334,11.890651266377064,3,1,Cleanser Hyaluronic Acid Dry Bottle
7309,Divine Lip Liner,Tatcha,Foundation,Occasional,38.47,3.0,358,200Ml,Oily,Unisex,Compact,Vitamin C,True,Japan,200.0,0.19235,17.649967165464837,2,0,Foundation Vitamin C Oily Compact
7310,Divine Eyeliner,Urban Decay,Eyeliner,Monthly,30.4,4.1,4728,50Ml,Normal,Female,Tube,Salicylic Acid,False,Germany,50.0,0.608,34.69202307483989,1,0,Eyeliner Salicylic Acid Normal Tube
7311,Super Foundation,Ilia Beauty,Face Oil,Weekly,66.09,2.8,5349,30Ml,Oily,Male,Jar,Aloe Vera,True,Uk,30.0,2.2030000000000003,24.03758515169215,3,2,Face Oil Aloe Vera Oily Jar
7312,Super Lipstick,Farsali,Powder,Monthly,116.18,4.3,3431,250Ml,Normal,Male,Compact,Shea Butter,True,Germany,250.0,0.46472,35.00586338061376,1,0,Powder Shea Butter Normal Compact
7313,Divine Primer,Charlotte Tilbury,Mascara,Weekly,118.89,1.5,5840,50Ml,Oily,Male,Bottle,Aloe Vera,True,Uk,50.0,2.3778,13.008985941060464,3,1,Mascara Aloe Vera Oily Bottle
7314,Super Exfoliator,Too Faced,Moisturizer,Monthly,40.19,4.2,8946,200Ml,Sensitive,Female,Stick,Shea Butter,False,Usa,200.0,0.20095,38.21610895009991,1,3,Moisturizer Shea Butter Sensitive Stick
7315,Ultra Bronzer,Ilia Beauty,Mascara,Weekly,59.55,4.5,8561,30Ml,Sensitive,Female,Jar,Hyaluronic Acid,False,Usa,30.0,1.9849999999999999,40.74790089017201,3,3,Mascara Hyaluronic Acid Sensitive Jar
7316,Divine Face Mask,Bobby Brown,Cc Cream,Weekly,135.9,1.1,6592,250Ml,Oily,Unisex,Jar,Aloe Vera,True,France,250.0,0.5436,9.673140135024632,3,1,Cc Cream Aloe Vera Oily Jar
7317,Ultra Moisturizer,Becca,Makeup Remover,Occasional,117.44,2.5,8245,250Ml,Oily,Unisex,Jar,Vitamin C,False,Uk,250.0,0.46976,22.543708783167112,2,1,Makeup Remover Vitamin C Oily Jar
7318,Magic Blush,Farsali,Powder,Monthly,120.96,2.7,3882,250Ml,Combination,Unisex,Bottle,Glycerin,True,Germany,250.0,0.48384,22.313780990275504,1,1,Powder Glycerin Combination Bottle
7319,Divine Eye Shadow,Natasha Denona,Contour,Weekly,147.24,1.2,6268,100Ml,Sensitive,Unisex,Stick,Retinol,False,France,100.0,1.4724000000000002,10.492046557528761,3,1,Contour Retinol Sensitive Stick
7320,Magic Blush,Glossier,Face Mask,Monthly,113.72,3.5,5908,30Ml,Normal,Female,Spray,Salicylic Acid,True,Uk,30.0,3.7906666666666666,30.394811619709863,1,3,Face Mask Salicylic Acid Normal Spray
7321,Super Face Mask,Bourjois,Powder,Occasional,51.77,2.0,1704,200Ml,Combination,Male,Compact,Retinol,False,Germany,200.0,0.25885,14.882640779435235,2,2,Powder Retinol Combination Compact
7322,Perfect Powder,Ilia Beauty,Highlighter,Monthly,109.62,3.9,2109,30Ml,Dry,Female,Bottle,Retinol,False,Japan,30.0,3.6540000000000004,29.852328583233437,1,0,Highlighter Retinol Dry Bottle
7323,Perfect Highlighter,Glossier,Mascara,Weekly,36.13,5.0,2765,200Ml,Combination,Female,Jar,Hyaluronic Acid,True,Germany,200.0,0.18065,39.625787561123516,3,0,Mascara Hyaluronic Acid Combination Jar
7324,Perfect Mascara,Anastasia Beverly Hills,Blush,Daily,121.87,4.9,4247,30Ml,Normal,Unisex,Compact,Retinol,True,Usa,30.0,4.062333333333333,40.9355974583167,0,0,Blush Retinol Normal Compact
7325,Perfect Cleanser,Urban Decay,Lip Gloss,Weekly,21.43,4.8,2223,150Ml,Oily,Female,Tube,Shea Butter,False,Italy,150.0,0.14286666666666667,36.99390074577827,3,0,Lip Gloss Shea Butter Oily Tube
7326,Perfect Moisturizer,Laura Mercier,Blush,Daily,113.35,2.4,7121,50Ml,Dry,Unisex,Jar,Vitamin C,True,Uk,50.0,2.267,21.290265273210537,0,1,Blush Vitamin C Dry Jar
7327,Super Bronzer,Sisley,Powder,Daily,115.73,1.1,3648,30Ml,Dry,Unisex,Tube,Shea Butter,True,Japan,30.0,3.857666666666667,9.022429280080095,0,1,Powder Shea Butter Dry Tube
7328,Ultra Face Oil,Colourpop,Face Mask,Occasional,116.02,4.9,1477,100Ml,Normal,Male,Spray,Glycerin,False,Italy,100.0,1.1602,35.762380997389926,2,0,Face Mask Glycerin Normal Spray
7329,Divine Concealer,Bite Beauty,Bb Cream,Weekly,94.24,2.5,9119,200Ml,Dry,Male,Jar,Retinol,True,South Korea,200.0,0.47119999999999995,22.795562707670946,3,3,Bb Cream Retinol Dry Jar
7330,Ultra Moisturizer,Make Up For Ever,Lip Liner,Monthly,145.63,4.0,2344,30Ml,Combination,Male,Tube,Vitamin C,False,Japan,30.0,4.854333333333333,31.04016272352152,1,0,Lip Liner Vitamin C Combination Tube
7331,Super Cc Cream,Natasha Denona,Eye Shadow,Monthly,80.43,1.6,3941,250Ml,Dry,Male,Jar,Salicylic Acid,False,Usa,250.0,0.32172,13.247109580340265,1,1,Eye Shadow Salicylic Acid Dry Jar
7332,Magic Bronzer,Fenty Beauty,Lipstick,Monthly,25.9,2.0,942,30Ml,Normal,Female,Tube,Salicylic Acid,True,France,30.0,0.8633333333333333,13.698132565266915,1,2,Lipstick Salicylic Acid Normal Tube
7333,Super Blush,Danessa Myricks,Concealer,Monthly,81.25,3.9,3568,30Ml,Normal,Female,Bottle,Aloe Vera,False,Usa,30.0,2.7083333333333335,31.902158821611625,1,0,Concealer Aloe Vera Normal Bottle
7334,Ultra Blush,Bourjois,Makeup Remover,Monthly,114.26,3.1,5759,100Ml,Normal,Unisex,Tube,Shea Butter,False,Uk,100.0,1.1426,26.841947536438806,1,1,Makeup Remover Shea Butter Normal Tube
7335,Divine Contour,Glossier,Exfoliator,Occasional,144.39,4.2,7254,30Ml,Combination,Male,Jar,Glycerin,True,South Korea,30.0,4.813,37.335673894336814,2,3,Exfoliator Glycerin Combination Jar
7336,Ultra Contour,Drunk Elephant,Lip Liner,Monthly,85.68,3.4,6040,100Ml,Combination,Female,Stick,Salicylic Acid,True,Germany,100.0,0.8568000000000001,29.60150445647172,1,3,Lip Liner Salicylic Acid Combination Stick
7337,Super Highlighter,Hourglass,Contour,Occasional,95.81,2.0,510,250Ml,Oily,Male,Bottle,Hyaluronic Acid,False,Usa,250.0,0.38324,12.472739180407409,2,1,Contour Hyaluronic Acid Oily Bottle
7338,Ultra Face Oil,Sisley,Eye Shadow,Weekly,139.11,2.7,7705,150Ml,Sensitive,Female,Tube,Hyaluronic Acid,False,Australia,150.0,0.9274000000000001,24.16433721800248,3,1,Eye Shadow Hyaluronic Acid Sensitive Tube
7339,Ultra Cleanser,Bobby Brown,Setting Spray,Monthly,148.48,1.8,3546,150Ml,Oily,Unisex,Jar,Vitamin C,True,Usa,150.0,0.9898666666666666,14.712943418592518,1,1,Setting Spray Vitamin C Oily Jar
7340,Super Bb Cream,E.L.F.,Face Oil,Monthly,131.26,2.6,7991,30Ml,Combination,Unisex,Bottle,Retinol,False,Germany,30.0,4.375333333333333,23.364110432853813,1,1,Face Oil Retinol Combination Bottle
7341,Perfect Eye Shadow,Kiehl’S,Powder,Weekly,29.32,2.3,4795,250Ml,Oily,Male,Compact,Hyaluronic Acid,False,Germany,250.0,0.11728,19.49373628713903,3,2,Powder Hyaluronic Acid Oily Compact
7342,Super Lip Gloss,Charlotte Tilbury,Serum,Occasional,75.69,4.7,3396,150Ml,Sensitive,Female,Stick,Retinol,True,Usa,150.0,0.5045999999999999,38.214045450354746,2,0,Serum Retinol Sensitive Stick
7343,Magic Bronzer,Kylie Cosmetics,Bb Cream,Monthly,130.14,2.9,3614,200Ml,Combination,Female,Tube,Shea Butter,True,Italy,200.0,0.6507,23.759256690319308,1,1,Bb Cream Shea Butter Combination Tube
7344,Magic Blush,Hourglass,Moisturizer,Weekly,113.18,2.6,4429,200Ml,Combination,Unisex,Tube,Salicylic Acid,False,Uk,200.0,0.5659000000000001,21.83000264390187,3,1,Moisturizer Salicylic Acid Combination Tube
7345,Divine Serum,Sisley,Makeup Remover,Daily,101.85,2.0,5419,100Ml,Combination,Unisex,Stick,Glycerin,True,Uk,100.0,1.0185,17.195702188867383,0,1,Makeup Remover Glycerin Combination Stick
7346,Super Contour,Glossier,Eye Shadow,Monthly,71.32,3.2,9524,200Ml,Combination,Unisex,Stick,Retinol,False,Italy,200.0,0.3566,29.317360639983686,1,3,Eye Shadow Retinol Combination Stick
7347,Divine Highlighter,Anastasia Beverly Hills,Contour,Occasional,98.92,2.7,3415,50Ml,Sensitive,Female,Stick,Salicylic Acid,False,Italy,50.0,1.9784,21.967808998252845,2,1,Contour Salicylic Acid Sensitive Stick
7348,Divine Bb Cream,Too Faced,Eye Shadow,Daily,33.61,1.7,5006,250Ml,Dry,Unisex,Tube,Vitamin C,True,Uk,250.0,0.13444,14.481606760960908,0,2,Eye Shadow Vitamin C Dry Tube
7349,Super Lip Gloss,Kylie Cosmetics,Powder,Weekly,55.78,1.8,616,250Ml,Combination,Female,Spray,Aloe Vera,True,Uk,250.0,0.22312,11.564764243029698,3,2,Powder Aloe Vera Combination Spray
7350,Perfect Face Oil,Sisley,Foundation,Weekly,77.3,1.4,2297,100Ml,Combination,Male,Spray,Retinol,False,South Korea,100.0,0.773,10.83571224177218,3,2,Foundation Retinol Combination Spray
7351,Divine Concealer,Farsali,Lipstick,Monthly,98.41,3.4,9932,50Ml,Normal,Unisex,Spray,Retinol,True,Usa,50.0,1.9682,31.292300609132205,1,3,Lipstick Retinol Normal Spray
7352,Perfect Highlighter,Kiehl’S,Bb Cream,Weekly,19.37,2.2,4812,30Ml,Normal,Female,Bottle,Hyaluronic Acid,False,Japan,30.0,0.6456666666666667,18.653966912466842,3,2,Bb Cream Hyaluronic Acid Normal Bottle
7353,Ultra Bronzer,Tatcha,Lip Liner,Weekly,137.07,2.4,2830,200Ml,Combination,Male,Stick,Retinol,True,South Korea,200.0,0.68535,19.076124684268557,3,1,Lip Liner Retinol Combination Stick
7354,Magic Eyeliner,Kvd Beauty,Exfoliator,Weekly,88.97,4.3,3567,30Ml,Normal,Unisex,Jar,Salicylic Acid,True,Japan,30.0,2.9656666666666665,35.17297012290957,3,0,Exfoliator Salicylic Acid Normal Jar
7355,Super Eye Shadow,Kylie Cosmetics,Concealer,Daily,46.56,2.5,1450,100Ml,Combination,Unisex,Spray,Hyaluronic Acid,True,Germany,100.0,0.4656,18.20002063221047,0,2,Concealer Hyaluronic Acid Combination Spray
7356,Super Serum,Kiehl’S,Lip Gloss,Weekly,39.78,4.3,1813,150Ml,Dry,Male,Stick,Aloe Vera,False,Germany,150.0,0.2652,32.26414541190285,3,0,Lip Gloss Aloe Vera Dry Stick
7357,Divine Bb Cream,Natasha Denona,Concealer,Monthly,82.83,2.9,1181,250Ml,Dry,Female,Stick,Hyaluronic Acid,True,Italy,250.0,0.33132,20.517393274101526,1,0,Concealer Hyaluronic Acid Dry Stick
7358,Ultra Lipstick,Morphe,Cc Cream,Monthly,43.06,4.0,9714,100Ml,Sensitive,Female,Compact,Hyaluronic Acid,False,Uk,100.0,0.43060000000000004,36.72570544724616,1,3,Cc Cream Hyaluronic Acid Sensitive Compact
7359,Perfect Eyeliner,Laura Mercier,Lip Liner,Monthly,148.44,2.5,8086,250Ml,Sensitive,Female,Jar,Salicylic Acid,True,Australia,250.0,0.59376,22.495032782739557,1,1,Lip Liner Salicylic Acid Sensitive Jar
7360,Magic Lip Liner,Sisley,Eye Shadow,Daily,90.09,1.1,1160,250Ml,Oily,Male,Spray,Hyaluronic Acid,False,Australia,250.0,0.36036,7.762740679867681,0,1,Eye Shadow Hyaluronic Acid Oily Spray
7361,Divine Highlighter,Rare Beauty,Face Mask,Daily,94.48,2.0,6140,30Ml,Sensitive,Female,Stick,Glycerin,True,Australia,30.0,3.1493333333333333,17.445485748658797,0,1,Face Mask Glycerin Sensitive Stick
7362,Ultra Serum,Bobby Brown,Bb Cream,Daily,147.01,3.2,843,100Ml,Combination,Unisex,Bottle,Aloe Vera,False,Usa,100.0,1.4701,21.562087982707066,0,0,Bb Cream Aloe Vera Combination Bottle
7363,Super Foundation,Make Up For Ever,Blush,Weekly,148.27,2.8,907,100Ml,Combination,Female,Compact,Vitamin C,False,Germany,100.0,1.4827000000000001,19.071484260083622,3,1,Blush Vitamin C Combination Compact
7364,Ultra Setting Spray,Danessa Myricks,Foundation,Weekly,94.77,3.6,2454,250Ml,Oily,Male,Jar,Vitamin C,True,Uk,250.0,0.37908,28.101175344823037,3,0,Foundation Vitamin C Oily Jar
7365,Perfect Lip Gloss,Bite Beauty,Foundation,Weekly,23.07,3.4,2283,50Ml,Combination,Unisex,Spray,Hyaluronic Acid,True,South Korea,50.0,0.46140000000000003,26.29452414063806,3,2,Foundation Hyaluronic Acid Combination Spray
7366,Ultra Bronzer,Glossier,Face Oil,Occasional,66.76,3.4,6401,200Ml,Oily,Unisex,Tube,Salicylic Acid,True,Australia,200.0,0.33380000000000004,29.798843449801346,2,3,Face Oil Salicylic Acid Oily Tube
7367,Perfect Highlighter,Nars,Makeup Remover,Weekly,106.25,4.6,2227,250Ml,Combination,Male,Stick,Vitamin C,False,Germany,250.0,0.425,35.460754164817004,3,0,Makeup Remover Vitamin C Combination Stick
7368,Super Makeup Remover,Shiseido,Moisturizer,Daily,15.13,4.3,7150,150Ml,Dry,Female,Jar,Shea Butter,False,France,150.0,0.10086666666666667,38.1625321900081,0,3,Moisturizer Shea Butter Dry Jar
7369,Divine Powder,Rms Beauty,Bb Cream,Daily,47.93,3.6,5672,30Ml,Dry,Female,Bottle,Salicylic Acid,False,France,30.0,1.5976666666666666,31.11650408637564,0,3,Bb Cream Salicylic Acid Dry Bottle
7370,Divine Blush,E.L.F.,Cc Cream,Monthly,46.59,3.4,6029,50Ml,Combination,Male,Spray,Glycerin,True,Usa,50.0,0.9318000000000001,29.595307785052185,1,3,Cc Cream Glycerin Combination Spray
7371,Divine Lipstick,Fenty Beauty,Lipstick,Occasional,70.78,4.5,5465,200Ml,Normal,Unisex,Stick,Hyaluronic Acid,True,Germany,200.0,0.3539,38.728360649196055,2,3,Lipstick Hyaluronic Acid Normal Stick
7372,Divine Face Oil,Charlotte Tilbury,Face Mask,Weekly,78.08,1.2,9505,150Ml,Oily,Female,Compact,Glycerin,True,Australia,150.0,0.5205333333333333,10.991614148608745,3,2,Face Mask Glycerin Oily Compact
7373,Perfect Bronzer,Drunk Elephant,Powder,Monthly,119.75,1.0,3628,250Ml,Combination,Unisex,Compact,Glycerin,True,France,250.0,0.479,8.19671240721307,1,1,Powder Glycerin Combination Compact
7374,Super Eye Shadow,It Cosmetics,Eye Shadow,Monthly,62.99,1.8,656,150Ml,Sensitive,Female,Jar,Salicylic Acid,False,South Korea,150.0,0.4199333333333333,11.6778312332723,1,2,Eye Shadow Salicylic Acid Sensitive Jar
7375,Divine Primer,Drunk Elephant,Lip Liner,Monthly,75.75,2.5,7798,100Ml,Normal,Female,Jar,Vitamin C,True,France,100.0,0.7575,22.404376998326242,1,3,Lip Liner Vitamin C Normal Jar
7376,Divine Bronzer,Bourjois,Primer,Monthly,44.41,4.0,2552,150Ml,Dry,Unisex,Jar,Aloe Vera,True,Uk,150.0,0.29606666666666664,31.380097668965934,1,0,Primer Aloe Vera Dry Jar
7377,Magic Face Mask,Kvd Beauty,Eyeliner,Daily,131.41,1.4,3541,100Ml,Sensitive,Unisex,Stick,Aloe Vera,False,Italy,100.0,1.3141,11.44142554567989,0,1,Eyeliner Aloe Vera Sensitive Stick
7378,Divine Moisturizer,Huda Beauty,Serum,Weekly,60.6,1.4,3150,250Ml,Normal,Female,Compact,Glycerin,False,France,250.0,0.2424,11.277665198460182,3,2,Serum Glycerin Normal Compact
7379,Magic Highlighter,Patrick Ta,Mascara,Occasional,19.23,4.8,5472,100Ml,Oily,Male,Spray,Aloe Vera,True,Italy,100.0,0.1923,41.3163945174908,2,3,Mascara Aloe Vera Oily Spray
7380,Ultra Exfoliator,Bobby Brown,Lip Gloss,Daily,90.27,3.2,9242,30Ml,Normal,Male,Compact,Shea Butter,True,South Korea,30.0,3.009,29.22118971924729,0,3,Lip Gloss Shea Butter Normal Compact
7381,Divine Lipstick,Rms Beauty,Primer,Weekly,33.94,4.2,8879,200Ml,Normal,Female,Jar,Glycerin,False,Germany,200.0,0.1697,38.18453871114211,3,3,Primer Glycerin Normal Jar
7382,Divine Bronzer,Kiehl’S,Concealer,Monthly,14.85,3.6,4985,100Ml,Normal,Unisex,Compact,Retinol,False,Germany,100.0,0.1485,30.651801350700612,1,2,Concealer Retinol Normal Compact
7383,Ultra Lipstick,Nars,Cc Cream,Daily,61.78,2.4,3677,50Ml,Sensitive,Unisex,Bottle,Shea Butter,False,Usa,50.0,1.2356,19.70429857239424,0,2,Cc Cream Shea Butter Sensitive Bottle
7384,Super Moisturizer,Milk Makeup,Lip Gloss,Daily,24.18,4.7,1123,200Ml,Combination,Unisex,Jar,Vitamin C,False,Japan,200.0,0.1209,33.015850443132095,0,0,Lip Gloss Vitamin C Combination Jar
7385,Perfect Concealer,Make Up For Ever,Serum,Daily,37.92,1.3,8956,100Ml,Normal,Unisex,Tube,Aloe Vera,True,Usa,100.0,0.37920000000000004,11.830247817017755,0,2,Serum Aloe Vera Normal Tube
7386,Ultra Foundation,Rms Beauty,Moisturizer,Monthly,130.28,4.2,3884,50Ml,Combination,Female,Compact,Aloe Vera,True,Italy,50.0,2.6056,34.71248870376734,1,0,Moisturizer Aloe Vera Combination Compact
7387,Super Exfoliator,Charlotte Tilbury,Eyeliner,Weekly,146.82,2.6,897,30Ml,Dry,Female,Bottle,Retinol,True,France,30.0,4.894,17.68044217758572,3,1,Eyeliner Retinol Dry Bottle
7388,Magic Bronzer,E.L.F.,Contour,Monthly,83.41,3.6,9000,30Ml,Normal,Female,Bottle,Aloe Vera,True,Japan,30.0,2.780333333333333,32.77832746052551,1,3,Contour Aloe Vera Normal Bottle
7389,Perfect Serum,Farsali,Face Mask,Daily,95.22,2.9,9325,150Ml,Oily,Male,Stick,Retinol,False,Germany,150.0,0.6348,26.50762828436797,0,3,Face Mask Retinol Oily Stick
7390,Super Mascara,Nars,Mascara,Monthly,106.09,2.9,2938,50Ml,Dry,Male,Jar,Hyaluronic Acid,True,Japan,50.0,2.1218,23.15889153261486,1,1,Mascara Hyaluronic Acid Dry Jar
7391,Divine Face Mask,Drunk Elephant,Mascara,Occasional,126.19,2.3,481,100Ml,Sensitive,Female,Spray,Glycerin,False,Usa,100.0,1.2619,14.20927146231638,2,1,Mascara Glycerin Sensitive Spray
7392,Super Contour,Laura Mercier,Concealer,Daily,14.31,5.0,6291,150Ml,Combination,Female,Stick,Aloe Vera,False,Germany,150.0,0.0954,43.73517132089084,0,3,Concealer Aloe Vera Combination Stick
7393,Ultra Foundation,Tatcha,Setting Spray,Daily,48.26,3.0,9707,150Ml,Normal,Male,Tube,Glycerin,False,Germany,150.0,0.3217333333333333,27.542116700539474,0,3,Setting Spray Glycerin Normal Tube
7394,Super Setting Spray,Kiehl’S,Exfoliator,Occasional,101.35,2.6,7232,30Ml,Normal,Female,Jar,Hyaluronic Acid,True,South Korea,30.0,3.378333333333333,23.104663833808132,2,1,Exfoliator Hyaluronic Acid Normal Jar
7395,Perfect Powder,Natasha Denona,Face Oil,Monthly,136.15,5.0,2716,150Ml,Oily,Male,Stick,Shea Butter,True,Usa,150.0,0.9076666666666667,39.53641804713174,1,0,Face Oil Shea Butter Oily Stick
7396,Super Bronzer,Laura Mercier,Blush,Monthly,126.27,2.7,3707,250Ml,Combination,Female,Bottle,Glycerin,False,Germany,250.0,0.50508,22.18926940205151,1,1,Blush Glycerin Combination Bottle
7397,Perfect Bb Cream,Kvd Beauty,Serum,Daily,84.27,2.9,2601,200Ml,Sensitive,Unisex,Bottle,Shea Butter,True,France,200.0,0.42135,22.805703411310105,0,0,Serum Shea Butter Sensitive Bottle
7398,Magic Mascara,Huda Beauty,Eye Shadow,Occasional,66.0,4.2,2473,100Ml,Sensitive,Male,Tube,Glycerin,False,Germany,100.0,0.66,32.81708452240022,2,0,Eye Shadow Glycerin Sensitive Tube
7399,Super Eye Shadow,Ilia Beauty,Blush,Monthly,36.08,3.6,5196,250Ml,Combination,Male,Spray,Hyaluronic Acid,True,Usa,250.0,0.14432,30.80101253403039,1,2,Blush Hyaluronic Acid Combination Spray
7400,Perfect Eyeliner,Bite Beauty,Lip Liner,Weekly,55.7,3.0,9370,100Ml,Normal,Male,Tube,Hyaluronic Acid,True,Japan,100.0,0.557,27.436125279371467,3,3,Lip Liner Hyaluronic Acid Normal Tube
7401,Divine Lipstick,Becca,Makeup Remover,Monthly,42.12,4.5,7707,200Ml,Combination,Male,Tube,Glycerin,True,Uk,200.0,0.21059999999999998,40.27506313290416,1,3,Makeup Remover Glycerin Combination Tube
7402,Magic Contour,Glossier,Lipstick,Weekly,92.39,3.4,4310,50Ml,Sensitive,Unisex,Bottle,Vitamin C,False,Usa,50.0,1.8478,28.454345594140257,3,0,Lipstick Vitamin C Sensitive Bottle
7403,Super Foundation,Clinique,Lip Liner,Daily,121.53,3.4,3708,50Ml,Sensitive,Unisex,Compact,Shea Butter,False,Japan,50.0,2.4306,27.942959763464607,0,0,Lip Liner Shea Butter Sensitive Compact
7404,Perfect Eye Shadow,Bite Beauty,Contour,Daily,18.09,2.7,6262,100Ml,Combination,Female,Stick,Aloe Vera,True,Italy,100.0,0.1809,23.604519372818615,0,2,Contour Aloe Vera Combination Stick
7405,Super Powder,Pat Mcgrath Labs,Foundation,Occasional,49.8,2.3,4509,150Ml,Combination,Unisex,Bottle,Shea Butter,True,Germany,150.0,0.33199999999999996,19.352320594742466,2,2,Foundation Shea Butter Combination Bottle
7406,Ultra Moisturizer,Milk Makeup,Lip Gloss,Occasional,121.5,2.3,9805,30Ml,Dry,Male,Bottle,Aloe Vera,True,Uk,30.0,4.05,21.138724361085707,2,1,Lip Gloss Aloe Vera Dry Bottle
7407,Super Lip Gloss,Kylie Cosmetics,Powder,Monthly,109.82,3.6,4972,200Ml,Sensitive,Unisex,Stick,Aloe Vera,False,France,200.0,0.5490999999999999,30.642402811373056,1,0,Powder Aloe Vera Sensitive Stick
7408,Ultra Contour,Colourpop,Blush,Occasional,62.14,1.0,1141,50Ml,Sensitive,Unisex,Spray,Hyaluronic Acid,False,Italy,50.0,1.2428,7.040536390215956,2,2,Blush Hyaluronic Acid Sensitive Spray
7409,Magic Bronzer,Make Up For Ever,Highlighter,Monthly,57.48,3.5,3309,100Ml,Sensitive,Male,Bottle,Vitamin C,False,Italy,100.0,0.5748,28.36646213929888,1,0,Highlighter Vitamin C Sensitive Bottle
7410,Magic Mascara,Anastasia Beverly Hills,Face Oil,Monthly,19.55,3.3,1002,30Ml,Normal,Male,Bottle,Vitamin C,True,France,30.0,0.6516666666666667,22.805477600274386,1,0,Face Oil Vitamin C Normal Bottle
7411,Super Serum,Fenty Beauty,Contour,Daily,41.3,4.4,3621,50Ml,Normal,Unisex,Tube,Retinol,False,Japan,50.0,0.826,36.05703920915079,0,0,Contour Retinol Normal Tube
7412,Super Serum,Perricone Md,Bronzer,Monthly,125.78,1.3,1049,50Ml,Normal,Female,Stick,Aloe Vera,False,Japan,50.0,2.5156,9.04350907609704,1,1,Bronzer Aloe Vera Normal Stick
7413,Magic Eyeliner,Glossier,Eye Shadow,Weekly,15.74,2.4,6695,150Ml,Sensitive,Female,Compact,Retinol,False,South Korea,150.0,0.10493333333333334,21.142237469206346,3,2,Eye Shadow Retinol Sensitive Compact
7414,Ultra Eyeliner,Yves Saint Laurent,Mascara,Occasional,43.35,3.6,1043,250Ml,Dry,Female,Tube,Aloe Vera,False,Italy,250.0,0.1734,25.0229331663933,2,0,Mascara Aloe Vera Dry Tube
